Investigation_Num;id;archivedAt;createdAt;createdById;description;priority;status;type;updatedAt;serviceDeskId;shortId
11;00719e62-9bc9-41bb-b2d3-37f0abfc4164;;2025-01-13T18:01:09.377874Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2025-01-13 - Vulnerability Scanning (Internal);2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-27T15:55:54.941367Z;;INV00076
12;ea02b731-e5c9-48e0-907d-1b2b31c39ef6;;2025-01-13T17:51:16.481481Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2025-01-13 - Vulnerability Scanning (Internal);2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-27T15:53:41.704998Z;;INV00075
13;645ae1dc-21ff-4551-9d48-d1f000701c29;;2025-01-13T17:47:05.012296Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2025-01-13 - Vulnerability Scanning (Internal);2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-27T15:53:23.877859Z;;INV00074
14;60117883-438c-49f7-bb7c-404cf0beb64b;;2025-01-13T17:46:07.659549Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2025-01-13 - Vulnerability Scanning (Internal);2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-27T15:54:00.088062Z;;INV00073
15;52e8b86f-4a5d-4d71-bd8f-2084423b5c60;;2025-01-13T17:36:10.440272Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2025-01-13 - Vulnerability Scanning (Internal);2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2025-01-27T15:53:07.620872Z;;INV00072
16;31981715-fc88-4944-b4c5-03622053ba97;;2024-09-05T20:53:11.247716Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-09-05 - Detected suspected stolen user credential for user comercial.mx@nortecquimica.com.br;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-09-13T14:07:11.321082Z;;INV00071
17;9d1227a1-1eb2-41f0-8fa1-6dbe75049a59;;2024-09-05T20:48:24.205705Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-09-05 - Detected suspected stolen user credential for user comercial.mx@nortecquimica.com.br;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-09-13T14:06:52.719488Z;;INV00070
18;1bf37d9b-6f16-4952-9bf0-13af46eb4a05;;2024-09-05T20:37:57.706883Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-09-05 - Detected suspected stolen user credential for user comercial.mx@nortecquimica.com.br;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-09-13T14:01:34.014459Z;;INV00069
19;867b9a09-8050-44dc-b414-e38430e63512;;2024-08-09T06:13:31.75873Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-08-09 - Atypical travel;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-08-13T13:08:13.03582Z;1723609 ;INV00068
20;b6ab9840-4a06-4580-a864-368fadf00d2c;;2024-08-09T05:42:15.139938Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-08-09 - Atypical travel;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-08-13T12:55:31.062122Z;;INV00067
21;b12ac124-7d85-44e1-9ab1-69c3b1578882;;2024-08-01T17:46:30.500183Z;a90898d7-0fb0-40e7-853d-79e8d849afe2;RESEARCH: Suspicious Axios User-Agent;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-08-13T12:18:32.548803Z;;INV00066
22;48ecf2fb-9167-405b-9512-7d397344f2f2;;2024-05-14T22:06:53.859777Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-05-14 - Suspicious Azure AD Sign-in Activity from Single Source IPC (Multiple Accounts);2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-06-17T13:51:10.018427Z;;INV00065
23;5844b58c-0d33-4281-8e78-76b4b3ea76f1;;2024-05-14T22:06:24.657302Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-05-14 - Suspicious Azure AD Sign-in Activity from Single Source IPC (Multiple Accounts);2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-06-17T13:52:41.194562Z;;INV00064
24;8fcb3c76-6ebb-4eaa-a276-255082d97520;;2024-05-14T21:46:24.692469Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-05-14 - Suspicious Azure AD Sign-in Activity from Single Source IPC (Multiple Accounts);2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-06-17T13:52:51.179524Z;;INV00063
25;d5b098ad-54c8-4953-bf45-7cf3bbc1c695;;2024-05-14T21:21:11.770921Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-05-14 - Suspicious Azure AD Sign-in Activity from Single Source IPC (Multiple Accounts);2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-06-17T13:51:23.901849Z;;INV00062
26;b5b92428-674d-42e1-b7e5-12d4e3135352;;2024-05-14T21:01:15.9188Z;yWewZxI9EKTQ0IEaq7iHPPIcZZva5w9n@clients;2024-05-14 - Suspicious Azure AD Sign-in Activity from Single Source IPC (Multiple Accounts);2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-06-17T13:52:25.859281Z;;INV00061
27;4d731b31-3761-48e8-b739-d9bcc6e03318;;2024-02-09T18:41:29.399916Z;d806fb36-96ed-466a-8ee8-c349fc54a700;XDR has detected a successful authentication with rare or previously unobserved properties;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-04-26T19:27:57.360271Z;;INV00060
28;025c7f15-7b2a-4d66-aab7-26316fa909c1;;2024-01-16T20:42:45.202628Z;JPZCsHncu7wGRiGzsyWVBQeLh2sFHgVT@clients;2024-01-16 - Successful password spray from 177.10.193.1 for nortecquimica.onmicrosoft.com/sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com, sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com, nortecquimica.com.br/copiadora@nortecquimica.com.;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-01-19T20:21:56.447582Z;;INV00059
