Investigation_Num;id;archivedAt;createdAt;createdById;description;priority;status;type;updatedAt;serviceDeskId;shortId
12;e7e124aa-ec07-468a-b1c4-862aaeb2264a;;2025-02-25T15:06:07.262502Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.48.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T18:54:07.644077Z;1744331;INV00136
13;1cafe821-112c-48ed-b70b-efae0a59f9dc;;2025-02-25T14:58:56.222033Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.32.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:05:40.603782Z;1744325;INV00135
14;15acc663-54bc-4dbb-9ce3-e1ff838823bf;;2025-02-25T14:51:23.644012Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 172.67.155.129 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:12:57.773924Z;1744316;INV00134
15;25595c7a-a259-43d0-9175-a91c8575de89;;2025-02-25T14:34:06.654639Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.112.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:17:56.449264Z;1744304;INV00133
16;b8e6aff3-1949-420b-8798-683952cfff21;;2025-02-25T14:28:13.275712Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.112.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:18:07.607527Z;1744299;INV00132
17;4c4f5862-c4f8-4c71-9ddb-30c321d77c35;;2025-02-25T14:27:08.240372Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.80.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:15:21.670132Z;1744297;INV00131
18;6f131d40-a768-40ec-a195-3262686c57ee;;2025-02-25T14:26:04.626854Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.112.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:18:18.387874Z;1744296;INV00130
19;68f78982-82f2-4e5c-b0e0-0a4f4299b3db;;2025-02-25T14:25:45.675395Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.80.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:14:18.813731Z;1744295;INV00129
20;6c77440e-5ac6-4975-b40e-fd7d111fb1e0;;2025-02-25T14:23:50.066326Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.96.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T18:52:05.903874Z;1744291;INV00128
21;f9295cf4-39e0-4aab-87bd-a33ad8c92258;;2025-02-25T14:23:49.063036Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.96.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:18:50.905758Z;1744290;INV00127
22;4ad851cc-b9f1-4e1d-83c4-50b70e1452fd;;2025-02-25T14:23:31.717206Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.96.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:22:12.777204Z;1744289;INV00126
23;4de7fd62-e7a0-47d5-8b53-686b3f1a19cc;;2025-02-25T14:23:30.063152Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - 104.21.96.1 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-25T19:19:49.347705Z;1744288;INV00125
24;7f7fbaeb-57e9-4131-8244-3e9ad3626fa0;;2025-02-25T00:48:25.442268Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-25 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-25T09:46:00.812346Z;1744226;INV00124
25;1d38d877-f68b-4f7b-abc4-08c7ae2f889a;;2025-02-21T13:58:15.837728Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2025-20-02 -  Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-21T15:04:24.713419Z;1744048;INV00123
26;5474e7af-05ce-46b8-8e45-81835c36dd66;;2025-02-20T03:04:02.144604Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-20 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-21T14:05:52.188616Z;1743912;INV00122
27;60653206-df6d-4cc6-84e0-adc1402f9087;;2025-02-19T19:05:21.00826Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-19 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-19T19:57:17.829966Z;1743879;INV00121
28;04c01cb3-8cf3-4243-9bab-d7e273d709a0;;2025-02-19T15:28:25.145254Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-19 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-19T15:56:11.803545Z;1743866;INV00120
29;0823d90a-d237-4d80-9536-2b02027646e1;;2025-02-18T13:05:56.792484Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-18 - Potential Brute Force Activity on Account: technos/leonardofreire has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-02-18T14:28:23.226081Z;1743768;INV00119
30;9be5d074-77d2-4539-b099-ada16cab3f90;;2025-02-14T21:57:21.892133Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-14 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-14T23:02:42.642749Z;1743505;INV00118
31;abc39739-4160-414a-8a4d-18eb4701f139;;2025-02-14T15:33:12.770681Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-14 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-14T16:23:57.615021Z;1743483;INV00117
32;22dbe30e-088f-41dc-bd84-9fd72d40700f;;2025-02-13T20:08:26.366488Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-13 - MALWARE: Win32/ReverseTurtle.A!dha;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-14T12:22:57.349834Z;1743403;INV00116
33;c6a8a7cf-5683-4e96-9e53-69d29c9246cf;;2025-02-13T02:11:52.631908Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-13 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-13T09:45:58.154801Z;1743290;INV00115
34;88cce75f-a6fe-4e4b-8aa4-8a100c61deac;;2025-02-12T01:28:33.336301Z;6b0fbea2-0ddd-4d45-ad0b-b72268d769dd;Comando Power Shell impotação;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-12T12:21:15.373272Z;1743182;INV00114
35;74db5fb6-62f8-4ad1-a07d-177a6e48ac26;;2025-02-12T00:05:44.749214Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-12 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-12T12:20:42.5407Z;1743178;INV00113
36;74a7046e-ecf1-4d67-921a-6e983c8e8983;;2025-02-08T00:46:40.442172Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-08 - PowerShell Resolves Import;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-12T12:20:15.966349Z;1742959;INV00112
37;9e06fdc4-0fca-4129-b6ad-3117423f5d04;;2025-02-07T15:49:47.823411Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-07 - PowerShell Resolves Import;2;CLOSED_INFORMATIONAL;SECURITY_INVESTIGATION;2025-02-11T16:18:52.49602Z;1742942;INV00111
38;f99b4d60-20de-49a1-89fe-efa336861924;;2025-02-06T19:52:24.797439Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-06 - CertUtil Downloader 3;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-07T16:34:23.969035Z;1742842;INV00110
39;e284724b-5e66-49d2-9d7a-99fa19692d5a;;2025-02-03T11:23:59.761508Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-02-03 - CMD calling itself via a pipe;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-03T16:44:15.393715Z;1742400;INV00109
40;ceb4b100-93b8-4130-9f15-b33349114b54;;2025-01-14T02:31:33.577153Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-01-14 - Rare Program To Rare IP;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-01-14T12:11:42.461151Z;1740522;INV00108
41;845ab5be-8c2d-4341-8f1b-064dcd6e2eb7;;2025-01-06T16:42:34.796984Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-01-06 - WMI Launches Encoded PowerShell Command;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2025-01-07T13:26:09.351962Z;1740092;INV00107
42;e96f7edc-cc68-47ae-842a-93b7e228cfcf;;2025-01-03T15:56:21.12753Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2025-01-03 - WMI Launches Encoded PowerShell Command;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-01-14T12:06:09.657179Z;1739907;INV00106
43;2145149b-8593-431a-924f-a6cdcc035f66;;2024-12-21T13:50:06.107637Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-12-21 - Task Scheduled to Modify a Service;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-23T20:08:12.565747Z;1739142;INV00104
44;583ccc35-2240-49fe-9eb8-a5bb259c5ba1;;2024-12-20T15:38:56.152458Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-12-20 - WMI Launches Encoded PowerShell Command;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-20T19:59:17.260271Z;1739056;INV00103
45;885607fe-94d8-4c94-9d09-4833ade8efe2;;2024-12-19T05:28:29.694932Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-12-19 - SharpHound Script Name in Command Line;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2025-02-07T16:36:53.973973Z;1738889;INV00102
46;ebbd2139-9bf2-49e0-9ae7-bb9c8cfe91d4;;2024-12-16T16:55:33.997807Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-12-16 - WMI Launches Encoded PowerShell Command;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-19T11:19:03.178757Z;1738542;INV00101
47;a2eef503-1c98-4e12-8f48-8af3af8fa760;;2024-12-13T15:36:50.549806Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-12-13 - WMI Launches Encoded PowerShell Command;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-13T21:27:26.472277Z;1738277;INV00100
48;5c355151-8312-4486-960a-5047f5b0a2e7;;2024-12-11T14:07:11.53646Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-12-11 - WMI Launches Encoded PowerShell Command;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-13T21:27:16.087536Z;1738014;INV00099
49;f2406421-3b6b-4547-8bef-2af7f1ed397e;;2024-12-05T16:12:22.323431Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-12-05 - Identified potential hands-on-keyboard activity.;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-13T21:27:53.63937Z;1737060;INV00098
50;06592d5f-4452-4d40-8dcf-aa5e5bbc35bb;;2024-12-02T19:03:00.525765Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-12-02 - Task Scheduled to Modify a Service;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-05T17:03:44.342402Z;1736626;INV00097
51;ab6c9dac-4b62-4926-b16f-89c2ac10cb69;;2024-11-29T19:53:08.457586Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-11-29 - Task Scheduled to Modify a Service;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-05T23:01:19.274536Z;1736400;INV00096
52;f3d69e97-33e6-474a-9ca2-5a4fb565ea03;;2024-11-26T13:11:17.738378Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-11-26 - Task Scheduled to Modify a Service;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-11-26T21:19:44.129136Z;1736032;INV00095
53;e011a714-69d0-49c1-a59b-553b7c663419;;2024-10-31T21:35:20.860019Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-10-31 - Potential Brute Force Activity on Account: technos/angela has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-11-27T18:10:45.283983Z;;INV00094
54;5e292186-a206-4197-a812-cd908ddb26b1;;2024-10-08T16:44:51.680005Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-10-08 - Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-10-08T20:38:34.518655Z;;INV00093
55;2e8bdab4-dfda-481e-bfe7-926031c704e2;;2024-09-30T13:11:28.247352Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-09-30 - Potential Brute Force Activity on Account: technos/palomaribeiro has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-11-01T15:12:00.905742Z;;INV00092
56;dd7d2227-71bb-4f03-ab15-9e6b314a9968;;2024-09-14T02:45:50.825469Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-09-14 - Potential Brute Force Activity on Account: technos/rafaellabacil has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-09-18T20:21:25.457535Z;;INV00091
57;9d947326-0d2f-416a-a887-533e91ba5a29;;2024-09-11T12:31:58.109376Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-09-11 - Potential Brute Force Activity on Account: technos/palomaribeiro has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-09-16T19:54:07.289863Z;;INV00090
58;b01bd717-9222-4485-ae82-aa5ac83b61f2;;2024-09-09T13:52:28.056886Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-09-09 - Potential Brute Force Activity on Account: technos/nayanesilva has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-09-10T18:53:09.131464Z;;INV00089
59;6ea0edab-3dee-4c40-a4ff-cfa119151945;;2024-09-06T19:32:26.674804Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-09-06 -  Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-09-16T19:52:02.847788Z;;INV00088
60;9e8f917c-2278-416f-9c88-d74f1ddab747;;2024-09-03T12:36:33.424522Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-09-03 - Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-09-03T15:12:40.733548Z;;INV00087
61;a40f012b-fe3d-4588-a9f3-6d0dfc1283a3;;2024-09-02T12:55:44.35332Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-09-02 - Investigação de email suspeito para danielapires;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-12-05T23:00:34.600628Z;1726304;INV00086
62;342f554e-f3d7-46b3-99e4-06118c8ca228;;2024-08-23T11:29:11.519398Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-08-23 - Potential Brute Force Activity on Account: technos/marcellealves has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-08-28T14:51:56.887842Z;1725022;INV00085
63;23bb89dd-5994-4d4d-b4b3-e57e63ee58a4;;2024-08-22T15:23:22.103262Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-08-22 - Potential Brute Force Activity on Account: technos/niveadomingues has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-08-28T14:52:20.604557Z;1724925;INV00084
64;69d4f30f-91bd-4863-b13f-8ac7b2d0d3aa;;2024-08-19T12:40:25.046516Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-08-19 - Potential Brute Force Activity on Account: technos/marthasoares has been observed;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-08-28T13:29:25.751894Z;1724568;INV00083
65;2b1164bf-97ed-40e4-87f2-35096bc492f5;;2024-08-14T02:03:15.435345Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-08-14 - Rare Program To Rare IP;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-08-19T20:30:42.742483Z;1724100;INV00082
66;a263e4cc-dac3-46b7-ae08-2c1378a4912d;;2024-07-30T14:22:16.50477Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-07-30 - Potential Brute Force Activity on Account: technos/lorrainecunha has been observed;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-07-31T18:18:13.23256Z;1722529;INV00081
67;7b5622f3-e166-4e2d-81aa-b79ef9d3cd42;;2024-07-26T16:52:45.485823Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-07-26 - ADExplorer.exe SysInternals Utility;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-07-26T17:59:23.066897Z;1722183;INV00080
68;f1e325e2-b9e9-4b83-9204-396eba5183cb;;2024-07-25T20:35:40.478101Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-07-25 - RESEARCH: Suspicious Axios User-Agent;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-08-16T18:12:10.50459Z;1722023;INV00079
69;a4243f2e-3efa-4d8e-81ba-fca3885e4949;;2024-07-24T14:12:20.37347Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-07-24 -  Multi-Factor Authentication Disabled for Microsoft Entra ID User;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-07-24T20:42:47.381436Z;1721826;INV00078
70;2d3954c1-bf05-46c6-87a8-f1375eae04fa;;2024-07-19T20:38:55.209705Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-07-19 - Attempted password spray from 192.168.10.242;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-07-31T18:24:01.587638Z;1721173;INV00077
71;ba624db6-80af-40a6-89d9-cfbcb3e1686e;;2024-07-18T12:41:23.261057Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-07-18 - Attempted password spray from 200.186.196.99;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-07-31T18:26:47.544735Z;1721021;INV00076
72;4ddf6a48-ed90-4c9d-b3ba-f607233bf7e2;;2024-06-25T18:58:20.357074Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 172.67.184.196 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:25:40.567333Z;1717528;INV00075
73;c303c337-7a98-44c5-a90c-3c1f59e92b47;;2024-06-25T15:00:09.77206Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 172.67.184.196 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:26:00.347112Z;1717500;INV00074
74;00dbcd58-3af8-4c59-b30a-15824df11524;;2024-06-25T15:00:04.678582Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 104.21.84.18 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:26:03.369809Z;1717499;INV00073
75;7f28c8f1-cbdc-4cad-ab34-ad889557e05d;;2024-06-25T14:42:28.72658Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 172.67.184.196 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:26:08.941463Z;1717497;INV00072
76;bb04dd24-c235-4469-8825-4898901d642a;;2024-06-25T14:38:43.169737Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 104.21.84.18 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:26:12.39602Z;1717496;INV00071
77;9a9943ae-12e3-4e71-bc3b-a3f4bed3aa8e;;2024-06-25T14:04:53.317417Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 104.21.84.18 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:25:44.015822Z;1717490;INV00070
