Investigation_Num;id;archivedAt;createdAt;createdById;description;priority;status;type;updatedAt;serviceDeskId;shortId
21;9a9b1b89-427b-4094-b532-36f8456a156f;;2024-10-23T00:32:54.236765Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-10-23 - Searching User's Home Directory;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-11-14T09:45:37.569122Z;1735226;INV00206
22;02004bdf-b1c6-4fd0-9750-53587e22a59c;;2024-10-18T13:32:20.451594Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-10-18 - Emotet Launching Multiple Modules 2;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-11-14T09:45:37.868786Z;1735229;INV00205
23;1cd74d4c-ccc4-4b76-ba66-a072a76ccd73;;2024-10-16T00:45:27.798466Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-10-16 - Searching User's Home Directory;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-11-14T09:45:37.814187Z;1735227;INV00204
24;dce61362-4d75-4757-893d-4384b13cf5b0;;2024-10-16T00:40:53.747699Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-10-16 - Searching User's Home Directory;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-11-14T09:45:37.825218Z;1735224;INV00203
25;471a682b-62c7-48d3-b38e-8c15c5fffcee;;2024-10-16T00:38:22.331964Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-10-16 - Searching User's Home Directory;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-11-14T09:45:37.76099Z;1735228;INV00202
26;459400a5-9ddd-4285-af8f-d7a0b002aaca;;2024-09-10T21:50:34.422469Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-09-10 - Mail-Related Application Permissions Assigned to Service Principal;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-09-12T12:35:07.923583Z;;INV00201
27;7b512c9c-6a0f-48c7-af20-1df774e3a804;;2024-08-05T12:45:54.307428Z;a90898d7-0fb0-40e7-853d-79e8d849afe2;RESEARCH: Suspicious Axios User-Agent;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-08-13T13:37:19.874074Z;1723118;INV00200
28;7807c949-b107-4f11-a6d2-26b669b94f8a;;2024-07-23T12:56:28.837655Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-07-23 - Investigação no usuário Renato Fontineles Carneiro;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-08-13T13:37:52.060036Z;1721636;INV00199
29;035c5f63-4c84-46db-b592-39e913465507;;2024-07-13T19:39:37.753571Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-07-13 - Atypical travel;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-07-17T15:07:51.201571Z;1720235;INV00198
30;7c261807-9426-4646-adb1-9bc8fb1d2daf;;2024-06-11T01:59:41.385948Z;vdzMpDvzWTMor8yx8bwAwz151wiKQSrV@clients;2024-06-11 - Rare Program To Rare IP;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-06-11T14:07:12.089976Z;1716066;INV00197
31;a27daa79-6fac-4f50-84ed-b5e225a2472f;;2024-03-07T09:29:12.181903Z;ZoQajXpIs0CfQn7dC8SxACo3zM2y8uql@clients;2024-03-07 - Rare Program To Rare IP;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-03-08T14:39:38.35434Z;1705563;INV00192
32;d8891895-3641-4562-a37b-3a71749d7c21;;2024-02-23T07:46:27.862208Z;ZoQajXpIs0CfQn7dC8SxACo3zM2y8uql@clients;2024-02-23 - Possible Active Directory Account Enumeration Attempts via Kerberos (Single Source);3;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-02-23T18:39:29.097344Z;1702184;INV00191
33;765e7d81-9c4e-4c41-a123-470b73663309;;2024-02-20T22:02:19.731808Z;ZoQajXpIs0CfQn7dC8SxACo3zM2y8uql@clients;2024-02-20 - Possible Active Directory Account Enumeration Attempts via Kerberos (Single Source);2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-02-21T12:31:51.33359Z;1701432;INV00190
34;a31d9dfe-3e92-41e7-8ea1-b4ae86ebb364;;2024-02-17T13:01:35.465141Z;ZoQajXpIs0CfQn7dC8SxACo3zM2y8uql@clients;2024-02-17 - Possible Active Directory Account Enumeration Attempts via Kerberos (Single Source);2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-02-19T19:55:14.796092Z;1700398;INV00189
35;6590ceca-d06a-40d6-8e8e-dbaf38040d44;;2024-02-10T16:12:10.576137Z;ZoQajXpIs0CfQn7dC8SxACo3zM2y8uql@clients;2024-02-10 - Possible Active Directory Account Enumeration Attempts via Kerberos (Single Source);2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-02-12T21:08:17.338423Z;1699204;INV00188
36;3fb2ebab-7f1e-49bc-a84d-0ef4cb055dcb;;2024-02-01T01:02:53.97965Z;ZoQajXpIs0CfQn7dC8SxACo3zM2y8uql@clients;2024-02-01 - Detected suspected stolen user credential for user tacisio.silva;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-06-17T17:16:46.780638Z;1698144;INV00187
37;7b90df99-5b9c-4567-b8ba-7efa3074ce46;;2024-01-27T00:48:53.399861Z;ZoQajXpIs0CfQn7dC8SxACo3zM2y8uql@clients;2024-01-27 - Detected suspected stolen user credential for user lucas.santos;4;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-01-29T13:53:30.415332Z;1697637;INV00186
